Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R1","330","R_0805_2012Metric",148.285200,-116.840000,270.000000,top
"R2","330","R_0805_2012Metric",150.317200,-116.840000,270.000000,top
"R3","330","R_0805_2012Metric",152.349200,-116.840000,270.000000,top
"R4","330","R_0805_2012Metric",154.381200,-116.840000,270.000000,top
"U2","SN74LV1T34DBV","SOT-23-5",114.935000,-103.886000,180.000000,top
